Nome,Posicao,Categoria,Sinonimos
Camilo,MEI,JOGADOR BASE,Camilo
Carli,ZAG,JOGADOR BASE,Joel Carli
Carlinhos,LAT,JOGADOR BASE,Carlinhos
Carlos Alberto,MEI,JOGADOR BASE,Carlos Alberto
Carlos Alberto,ATA,JOGADOR BASE,Carlos Alberto
Carlos Alberto Santos,VOL,JOGADOR BASE,Carlos Alberto Santos
Carlos Alberto Torres,LAT,LENDA,Capita;O Capitão do Tri
Cascardo,LAT,JOGADOR BASE,Gustavo Cascardo
César Prates,LAT,JOGADOR BASE,César Luís Prates
Cezar,GOL,JOGADOR BASE,Cezar
Chay,MEI,JOGADOR BASE,Chayene
China,LAT,JOGADOR BASE,China
Cícero,VOL,JOGADOR BASE,Cícero Santos
Cidinho,MEI,JOGADOR BASE,Cidinho
Claiton,VOL,JOGADOR BASE,Claiton Alberto Fontoura dos Santos
Cortez,LAT,JOGADOR BASE,Bruno Cortez
Cuiabano,LAT,JOGADOR BASE,Luis Eduardo Soares da Silva
Damián Suárez,LAT,JOGADOR BASE,El Zorro
Daniel,MEI,JOGADOR BASE,Daniel Corrêa Freitas
Daniel Borges,LAT,JOGADOR BASE,Daniel Borges
Danilo Barbosa,VOL,JOGADOR BASE,Danilo Barbosa
Dankler,ZAG,JOGADOR BASE,Dankler Luis de Jesus Pedreira
Dênis,LAT,JOGADOR BASE,Dênis Silva Cruz
Didi,MEI,LENDA,Waldir Pereira;Príncipe Etíope
Diego Cavalieri,GOL,JOGADOR BASE,Cavalieri
Diego Hernández,MEI,JOGADOR BASE,Hernández
Diego Loureiro,GOL,JOGADOR BASE,Diego Loureiro
Diego Souza,ATA,JOGADOR BASE,Diego Souza
Diguinho,VOL,JOGADOR BASE,Rodrigo Oliveira de Bittencourt
Djair,MEI,JOGADOR BASE,Djair Kaye de Brito
Dodô,ATA,FOLCLORICO/HISTORICO,Artilheiro dos Gols Bonitos
Donizete,ATA,FOLCLORICO/HISTORICO,Pantera
Dória,ZAG,JOGADOR BASE,Matheus Dória
Douglas Borges,GOL,JOGADOR BASE,Douglas Borges
Dudu Cearense,VOL,JOGADOR BASE,Dudu Cearense
Edilson,LAT,JOGADOR BASE,Edilson Mendes Guimarães
Edmar,ZAG,JOGADOR BASE,Edmar
Eduardo,LAT,JOGADOR BASE,Eduardo Manso
Eduardo,MEI,JOGADOR BASE,Carlos Eduardo
Elkeson,ATA,JOGADOR BASE,Elkeson
Eloi,MEI,JOGADOR BASE,Francisco Chagas Eloi
Élton,MEI,JOGADOR BASE,Élton Giovanni
Emerson Silva,ZAG,JOGADOR BASE,Emerson Silva
Erik,ATA,JOGADOR BASE,Erik
Erison,ATA,JOGADOR BASE,El Toro
Everson,ZAG,JOGADOR BASE,Everson
Éverton,LAT,JOGADOR BASE,Éverton Silva
Everton Heleno,MEI,JOGADOR BASE,Everton Heleno
Ezequiel,LAT,JOGADOR BASE,Ezequiel Jacinto de Biasi
Fabiano,ATA,JOGADOR BASE,Fabiano
Fabinho,VOL,JOGADOR BASE,Fabinho
Fábio Ferreira,ZAG,JOGADOR BASE,Fábio Ferreira
Fahel,VOL,JOGADOR BASE,Leandro Fahel Matos
Fellype Gabriel,MEI,JOGADOR BASE,Fellype Gabriel
Fernando,VOL,JOGADOR BASE,Fernando
Ferron,ZAG,JOGADOR BASE,Luiz Antonio Ferron
Fischer,ATA,FOLCLORICO/HISTORICO,El Lobo;Rodolfo Fischer
Flávio,LAT,JOGADOR BASE,Flávio Pinto de Souza
Gabriel,ZAG,JOGADOR BASE,Gabriel Magalhães
Gabriel,VOL,JOGADOR BASE,Gabriel Girotto Franco
Gallo,VOL,JOGADOR BASE,Alexandre Gallo
Garrincha,ATA,LENDA,Mané Garrincha;Anjo das Pernas Tortas
Gatito Fernández,GOL,FOLCLORICO/HISTORICO,Gatito
Geferson,LAT,JOGADOR BASE,Geferson Cerqueira Teles
Gegê,MEI,JOGADOR BASE,Geovane Maranhão
Gerson,MEI,LENDA,Canhotinha de Ouro
Gilberto,LAT,JOGADOR BASE,Gilberto Moraes Júnior
Gilberto,ZAG,JOGADOR BASE,Gilberto
Glauber,ZAG,JOGADOR BASE,Glauber Leandro Honorato Berti
Gonçalves,ZAG,FOLCLORICO/HISTORICO,Xerife;Marcelo Gonçalves
Gregore,VOL,JOGADOR BASE,Gregore de Magalhães Silva
Guga,MEI,JOGADOR BASE,Guga
Guilherme,ATA,JOGADOR BASE,Guilherme
Guilherme Santos,LAT,JOGADOR BASE,Guilherme Oliveira Santos
Gustavo Bochecha,VOL,JOGADOR BASE,Bochecha
Gustavo Sauer,MEI,JOGADOR BASE,Sauer
Guto,ZAG,JOGADOR BASE,Guto
Heleno de Freitas,ATA,LENDA,Gilda;Maldito
Helerson,ZAG,JOGADOR BASE,Helerson
Helinho,ATA,JOGADOR BASE,Helinho
Helton Leite,GOL,JOGADOR BASE,Helton Leite
Herrera,ATA,JOGADOR BASE,El Tanque
Honda,MEI,FOLCLORICO/HISTORICO,Keisuke Honda
Hugo,LAT,JOGADOR BASE,Hugo Gonçalves Ferreira Neto
Igo Gabriel,GOL,JOGADOR BASE,Igo Gabriel
Igor Jesus,ATA,JOGADOR BASE,Igor Jesus
Igor Rabello,ZAG,JOGADOR BASE,General
Índio,LAT,JOGADOR BASE,Aluísio Francisco da Luz
Iran,LAT,JOGADOR BASE,Iran Andrielle de Oliveira
Jacob Montes,MEI,JOGADOR BASE,Montes
Jadson,VOL,JOGADOR BASE,Jadson Cristiano Silva de Oliveira
Jairzinho,ATA,LENDA,Furacão da Copa de 70
Jamir,VOL,JOGADOR BASE,Jamir Gomes
Jean,VOL,JOGADOR BASE,Jean Lucas
Jefferson,GOL,FOLCLORICO/HISTORICO,Paredão Alvinegro
Jeffinho,ATA,JOGADOR BASE,Jeffinho
João Paulo,MEI,JOGADOR BASE,João Paulo Mior
Joel Carli,ZAG,FOLCLORICO/HISTORICO,El Capitán
John Victor,GOL,JOGADOR BASE,John
Joílson,LAT,JOGADOR BASE,Joílson Rodrigues Macedo
Jonathan,LAT,JOGADOR BASE,Jonathan Cícero Moreira
Jorge Henrique,ATA,FOLCLORICO/HISTORICO,Jorge Henrique
Jorge Luiz,ZAG,JOGADOR BASE,Jorge Luiz de Amorim Silva
Jorge Wagner,MEI,JOGADOR BASE,Jorge Wagner
Josimar,LAT,JOGADOR BASE,Josimar Higino Pereira
Júlio César,GOL,JOGADOR BASE,Júlio César de Souza
Júlio César,LAT,JOGADOR BASE,Júlio César Coelho Moraes Júnior
Juninho,ZAG,JOGADOR BASE,Juninho
Juninho,ZAG,JOGADOR BASE,Anselmo Vendrechovski Júnior
Juninho,MEI,JOGADOR BASE,Juninho
Junior Cesar,LAT,JOGADOR BASE,Junior Cesar Eduardo Machado
Júnior Santos,ATA,JOGADOR BASE,Raio;Jacaré
Kalu,MEI,FOLCLORICO/HISTORICO,Salomon Kalu
Kanu,ZAG,JOGADOR BASE,Victor Hugo Kanu
Kauê,VOL,JOGADOR BASE,Kauê Rodrigues
Kayque,VOL,JOGADOR BASE,Kayque Ryann
Kevin,LAT,JOGADOR BASE,Kevin Lomónaco
Klaus,ZAG,JOGADOR BASE,William Klaus
Kleber,GOL,JOGADOR BASE,Kleber Guerra Marques
Leandrão,ZAG,JOGADOR BASE,Leandrão
Leandro Ávila,VOL,JOGADOR BASE,Leandro Ávila
Leandro Guerreiro,VOL,JOGADOR BASE,Guerreiro
Leo Valencia,MEI,JOGADOR BASE,Valencia
Leonel Di Placido,LAT,JOGADOR BASE,Di Placido
Loco Abreu,ATA,FOLCLORICO/HISTORICO,El Loco;Sebastián Abreu
Lodeiro,MEI,JOGADOR BASE,Nicolás Lodeiro
Lopes,GOL,JOGADOR BASE,Lopes
Lucas Fernandes,MEI,JOGADOR BASE,Lucas Fernandes
Lucas Halter,ZAG,JOGADOR BASE,Halter
Lucas Mezenga,ZAG,JOGADOR BASE,Mezenga
Lucas Perri,GOL,JOGADOR BASE,Perri
Lucas Piazon,MEI,JOGADOR BASE,Piazon
Lucas Zen,VOL,JOGADOR BASE,Lucas Zen
Luciano Almeida,LAT,JOGADOR BASE,Luciano Almeida
Luciano Nar Singh,ATA,JOGADOR BASE,Nar Singh
Lúcio Flávio,MEI,FOLCLORICO/HISTORICO,Pelé Branco
Luis Guilherme,GOL,JOGADOR BASE,Luis Guilherme
Luis Henrique,LAT,JOGADOR BASE,Luis Henrique
Luis Henrique,ATA,JOGADOR BASE,Luis Henrique
Luís Oyama,VOL,JOGADOR BASE,Oyama
Luis Ricardo,LAT,JOGADOR BASE,Luis Ricardo Silva Umbelino
Luís Ricardo,MEI,JOGADOR BASE,Luís Ricardo
Luis Segovia,ZAG,JOGADOR BASE,Segovia
Luisinho,VOL,JOGADOR BASE,Luisinho
Luiz Carlos,GOL,JOGADOR BASE,Luiz Carlos Pires de Queiroz
Luiz Fernando,ATA,JOGADOR BASE,Luiz Fernando
Luiz Henrique,ATA,JOGADOR BASE,Pantera Negra; LH
Maicosuel,MEI,JOGADOR BASE,O Mago
Manga,GOL,LENDA,Haílton Corrêa de Arruda
Marcelinho Paulista,MEI,JOGADOR BASE,Marcelinho Paulista
Marcelo Benevenuto,ZAG,JOGADOR BASE,Benevenuto
Marcelo Cordeiro,VOL,JOGADOR BASE,Marcelo Cordeiro
Marcelo Mattos,VOL,JOGADOR BASE,Mattos
Marcinho,LAT,JOGADOR BASE,Márcio Almeida de Oliveira
Márcio Theodoro,ZAG,JOGADOR BASE,Márcio Theodoro
Marcos,LAT,JOGADOR BASE,Marcos
Marcos Leandro,GOL,JOGADOR BASE,Marcos Leandro
Marcos Vinícius,MEI,JOGADOR BASE,Marcos Vinícius
Marinho Chagas,LAT,LENDA,A Bruxa;Canhão do Nordeste
Mário César,ZAG,JOGADOR BASE,Mário César
Marlon Freitas,VOL,JOGADOR BASE,Marlon Freitas
Marquinhos,LAT,JOGADOR BASE,Marquinhos
Marquinhos,ZAG,JOGADOR BASE,Marcos Corrêa dos Santos
Mateo Ponte,LAT,JOGADOR BASE,Mateo Ponte Costa
Matheus Babi,ATA,JOGADOR BASE,Babi
Matheus Fernandes,VOL,JOGADOR BASE,Matheus Fernandes
Matheus Martins,ATA,JOGADOR BASE,Martins
Matheus Nascimento,ATA,JOGADOR BASE,Nascimento
Matías Segovia,MEI,JOGADOR BASE,Segovinha
Maurício,ATA,FOLCLORICO/HISTORICO,Herói de 89
Max,GOL,JOGADOR BASE,Maxley de Souza
Mendonça,MEI,FOLCLORICO/HISTORICO,Maestro dos anos 80
Milton Raposo,GOL,JOGADOR BASE,Milton Raposo
Moacir,LAT,JOGADOR BASE,Moacir Costa da Silva
Neilton,ATA,JOGADOR BASE,Neilton
Nilton Santos,LAT,LENDA,A Enciclopédia do Futebol
Óscar Romero,MEI,JOGADOR BASE,Romero
Osmar,ZAG,JOGADOR BASE,Osmar Donizete Cândido
Pablo,ZAG,JOGADOR BASE,Pablo Nascimento Castro
Pachu,ATA,JOGADOR BASE,Pachu
Patrick de Paula,VOL,JOGADOR BASE,PK
Paulinho Andrade,ATA,JOGADOR BASE,Paulinho
Paulo Sérgio,GOL,JOGADOR BASE,Paulo Sérgio de Oliveira Lima
PC Caju,MEI,LENDA,Paulo Cézar Caju; Caju
Pedro Raul,ATA,JOGADOR BASE,Pedro Raul
Perivaldo,LAT,JOGADOR BASE,O Peri da Pelota
Philipe Sampaio,ZAG,JOGADOR BASE,Sampaio
Pingo,VOL,JOGADOR BASE,Pingo
Quarentinha,ATA,LENDA,Waldir Cardoso Lebrego
Rafael,LAT,JOGADOR BASE,Rafael da Silva
Rafael Marques,ZAG,JOGADOR BASE,Rafael Marques Pinto
Rafael Marques,ATA,JOGADOR BASE,Rafael Marques
Rafael Navarro,ATA,JOGADOR BASE,Navarro
Raí,MEI,JOGADOR BASE,Raí
Raul,GOL,JOGADOR BASE,Raul
Reinaldo,ATA,JOGADOR BASE,Reinaldo
Renan,GOL,JOGADOR BASE,Renan dos Santos
Renan Fonseca,ZAG,JOGADOR BASE,Renan Fonseca
Renatinho,MEI,JOGADOR BASE,Renatinho
Ricardo Cruz,GOL,JOGADOR BASE,Ricardo da Cruz Pereira
Rickson,VOL,JOGADOR BASE,Rickson
Roberto Volpato,GOL,JOGADOR BASE,Volpato
Rocha,VOL,JOGADOR BASE,Rocha
Rodolfo,GOL,JOGADOR BASE,Rodolfo
Rodrigo Beckham,MEI,JOGADOR BASE,Rodrigo Beckham
Rodrigo Lindoso,VOL,JOGADOR BASE,Lindoso
Rodrigo Pimpão,ATA,JOGADOR BASE,Pimpão
Roger,ATA,JOGADOR BASE,Roger
Roger Carvalho,ZAG,JOGADOR BASE,Roger Carvalho
Ruan Renato,ZAG,JOGADOR BASE,Ruan Renato
Ruy,LAT,JOGADOR BASE,Ruy Cabeção
Sandro,ZAG,JOGADOR BASE,Sandro Barbosa
Saravia,LAT,JOGADOR BASE,Renzo Saravia
Sassá,ATA,JOGADOR BASE,Sassá
Sauer,MEI,JOGADOR BASE,Gustavo Sauer
Saulo,GOL,JOGADOR BASE,Saulo Ferreira dos Santos
Savarino,ATA,JOGADOR BASE,Jefferson Savarino
Scheidt,ZAG,JOGADOR BASE,Rafael Scheidt
Schwenck,ATA,JOGADOR BASE,Schwenck
Sebastião Leônidas,ZAG,LENDA,Leônidas
Seedorf,MEI,FOLCLORICO/HISTORICO,Clarence Seedorf
Sérgio Manoel,MEI,FOLCLORICO/HISTORICO,Sérgio Manoel
Sidão,GOL,JOGADOR BASE,Sidney Aparecido Ramos da Silva
Sidnei,ZAG,JOGADOR BASE,Sidnei Rechel da Silva Júnior
Somália,VOL,JOGADOR BASE,Somália
Souto,VOL,JOGADOR BASE,Rodrigo Souto
Tanque Ferreyra,ATA,JOGADOR BASE,Tanque
Tchê Tchê,VOL,JOGADOR BASE,Danilo das Neves Pinheiro
Teco,ZAG,JOGADOR BASE,Teco
Thiago Almada,MEI,JOGADOR BASE,Almada
Thiago Feltri,LAT,JOGADOR BASE,Thiago Feltri
Tiquinho Soares,ATA,FOLCLORICO/HISTORICO,Tiquinho
Triguinho,LAT,JOGADOR BASE,Luciano da Silva
Túlio,VOL,JOGADOR BASE,Túlio Lustosa Seixas Pinheiro
Túlio Maravilha,ATA,FOLCLORICO/HISTORICO,Túlio Maravilha;Tulio; Maravilha
Ubirajara Motta,GOL,JOGADOR BASE,Ubirajara Motta
Vágner,LAT,JOGADOR BASE,Vágner Benazzi
Vágner,ZAG,JOGADOR BASE,Vágner
Valdeir,ATA,FOLCLORICO/HISTORICO,The Flash
Valdo,MEI,JOGADOR BASE,Valdo Cândido de Oliveira
Valência,MEI,JOGADOR BASE,Leonardo Valência
Victor Cuesta,ZAG,JOGADOR BASE,Cuesta
Victor Luis,LAT,JOGADOR BASE,Victor Luis Chuab Zamblauskas
Victor Sá,ATA,JOGADOR BASE,Sá
Vinícius Tanque,ATA,JOGADOR BASE,Tanque
Vitinho,LAT,JOGADOR BASE,Victor Vinícius Amaral
Vitinho,ATA,JOGADOR BASE,Vitinho
Vitor Júnior,VOL,JOGADOR BASE,Vitor Júnior
Vitor Júnior,MEI,JOGADOR BASE,Vitor Júnior
Wagner,GOL,FOLCLORICO/HISTORICO,Wagner Fernando Velloso
Wallyson,ATA,JOGADOR BASE,Wallyson
Warley,LAT,JOGADOR BASE,Warley Silva dos Santos
Warley,MEI,JOGADOR BASE,Warley
Wendell,GOL,JOGADOR BASE,Wendell Lucena Ramalho
William Batoré,GOL,JOGADOR BASE,William
Willian Arão,VOL,JOGADOR BASE,Arão
Wilson Gottardo,ZAG,FOLCLORICO/HISTORICO,Gottardo
Yarlen,ATA,JOGADOR BASE,Yarlen
Zagallo,ATA,FOLCLORICO/HISTORICO,Velho Lobo
Zé Carlos,GOL,JOGADOR BASE,José Carlos da Costa Araújo
Zé Roberto,MEI,JOGADOR BASE,Zé Roberto
Zeballos,ATA,JOGADOR BASE,Pablo Zeballos
Zelão,VOL,JOGADOR BASE,Zelão
Leo Linck,GOL,JOGADOR BASE,Link
Neto,GOL,JOGADOR BASE,Neto
Raul,GOL,JOGADOR BASE,Raul
